evaluations raw_y
1 -2146878.0000000005
2 -2137888.0000000005
5 -2111784.0000000005
10 -2097700.0000000005
36 -2081546.0000000005
65 -2073475.0000000005
158 299853.0063606289
165 305305.7093360812
198 306362.3009379492
236 306719.8595855736
238 308335.6887948735
255 309972.1519636188
330 310703.3454898648
381 312517.6814487189
391 313919.7948183943
425 314156.1696955627
427 318096.2714999628
616 319642.9324064052
653 319782.9282275641
663 323705.4615358938
707 325249.8690355304
832 325507.3620808250
946 325619.1020039613
983 325862.8332665732
1003 328779.1749008477
1070 331187.9012915939
1144 333441.2674756062
1320 335427.6151489281
1407 335505.2300131458
1498 337259.8905382447
1513 337539.0681169828
1589 339859.7417719387
1735 340303.8234876724
1807 341139.8641138177
1825 341494.2701195224
1849 343395.3667953010
1932 343455.4719215508
1990 345196.3885494375
2056 345798.4150451639
2084 346254.3128080890
2152 346810.8362235689
2200 347700.8203404726
2507 347858.7122830123
2510 348533.6195625029
2622 349069.1134667395
2735 349686.4052161024
2792 351617.8146796302
2860 352187.7530583368
2863 352634.0849666911
2920 353748.6435734856
3031 354168.2119850591
3056 355713.9242213977
3104 356200.3495800780
3206 358004.0280391721
3370 360238.2010423063
3419 360719.6310951987
3556 360892.5321481652
3701 361037.9173422884
3798 361699.7145367450
3804 362159.3158890493
3868 364098.0528790712
4061 365366.0592199705
4112 365668.4996082828
4118 366650.3986479164
4353 366862.2099997377
4529 367043.5276447193
4586 367186.0725606304
4655 367539.3950392149
4657 367870.7092277649
4694 368300.9763786691
4753 368953.6433580401
4807 368990.9981648849
4812 369188.8931212468
4820 370033.8169177463
4914 370140.9062372722
4956 370156.1098875712
5014 370233.3703484398
5167 370433.5401282173
5251 370760.7973810327
5268 370795.4748160298
5279 371343.6361643655
5353 371435.6403433139
5355 371619.2883819939
5374 371906.1838151910
5380 372140.8240726127
5384 373208.3989362062
5426 373337.0968307034
5528 373775.6990092926
5548 374137.9198289210
5636 374879.2332157772
5738 375232.1015750859
5790 375727.6061020106
5827 376189.0173133551
5937 376272.4215734797
5985 376330.9753711127
6213 376378.4034691897
6220 377062.8060186888
6285 377401.0689115443
6301 378173.6141697860
6386 378888.2261394197
6628 379202.5093878212
6867 379231.3860034846
7047 380217.9423428021
7233 380499.3291833722
7300 380557.6255887416
7328 381042.4608708053
7356 382002.8397331323
7654 382247.8894309512
7657 382402.9090522089
7810 382602.0474160265
7871 383311.5178948445
7958 383459.1533583830
8002 383575.4813907014
8129 384219.6501585950
8155 384371.5687630223
8177 384658.1318470879
8357 384866.0616831727
8391 385412.0496539101
8403 385713.7645091147
8624 386687.0351380278
8738 387195.6130522878
8838 388219.8712651156
8987 388220.1798094197
9042 388225.7265769549
9136 388681.9855281560
9139 388878.6271756637
9204 389138.5205225855
9258 389339.1997346346
9304 389581.5553546433
9513 390635.4258540468
9654 390753.0362410956
9680 390819.8790615328
9704 391002.3352593150
9779 391105.6573113370
9808 391348.0805236422
9865 391950.6247228163
9989 393247.6812866660
10000 390271.6073786674
